date,subway_ridership,subway_pct_baseline,bus_ridership,bus_pct_baseline,lirr_ridership,lirr_pct_baseline,metro_north_ridership,metro_north_pct_baseline,access_ride_trips,access_ride_pct_baseline,bridges_tunnels_traffic,bridges_tunnels_pct_baseline,staten_island_ridership,staten_island_pct_baseline,is_covid,is_weekend,day_of_week,is_holiday,day_name,is_outlier
2020-10-18,896812,37.0,583350,58.0,34682,38.0,30690,29.0,9998,54.0,752261,89.0,1074,28.0,1,1,6,0,Sunday,0
2020-10-19,1719153,30.0,1105134,49.0,89186,28.0,44368,15.0,20812,70.0,782238,84.0,3570,20.0,1,0,0,0,Monday,0
2020-10-20,1780231,31.0,1119283,50.0,86591,28.0,42741,15.0,21936,74.0,790017,85.0,3859,22.0,1,0,1,0,Tuesday,0
2020-10-21,1812949,32.0,1140385,51.0,86210,27.0,44102,15.0,22959,77.0,806737,87.0,3848,22.0,1,0,2,0,Wednesday,0
2020-10-22,1825208,32.0,1140210,51.0,88686,28.0,45770,16.0,22391,75.0,845063,91.0,3927,22.0,1,0,3,0,Thursday,0
2020-10-23,1842588,32.0,1123540,50.0,89931,29.0,51765,18.0,21766,73.0,881994,95.0,3680,21.0,1,0,4,0,Friday,0
2020-10-24,1185612,36.0,775122,56.0,43618,38.0,38673,25.0,12916,73.0,805453,85.0,0,0.0,1,1,5,0,Saturday,0
2020-10-25,885001,36.0,572347,57.0,33678,37.0,28321,27.0,10074,55.0,725808,86.0,0,0.0,1,1,6,0,Sunday,0
2020-10-26,1690651,29.0,1061566,47.0,86745,28.0,43557,15.0,20817,70.0,760603,82.0,3429,19.0,1,0,0,0,Monday,0
2020-10-27,1815242,32.0,1143906,51.0,87401,28.0,43340,15.0,21870,73.0,789371,85.0,3642,20.0,1,0,1,0,Tuesday,0
2020-10-28,1819352,32.0,1119450,50.0,86652,28.0,43289,15.0,23258,78.0,801965,86.0,3676,21.0,1,0,2,0,Wednesday,0
2020-10-29,1705072,30.0,987440,44.0,81794,26.0,41157,14.0,20925,70.0,776466,84.0,3539,20.0,1,0,3,0,Thursday,0
2020-10-30,1768018,31.0,1030639,46.0,84254,27.0,47967,16.0,21243,71.0,824679,89.0,3270,18.0,1,0,4,0,Friday,0
2020-10-31,1174059,35.0,747636,54.0,41538,37.0,34077,22.0,12816,72.0,743811,79.0,20,0.0,1,1,5,0,Saturday,0
2020-11-01,786675,31.0,510820,51.0,29495,31.0,22602,22.0,10180,54.0,660914,80.0,3,0.0,1,1,6,0,Sunday,0
2020-11-02,1747908,31.0,1072262,49.0,87198,27.0,40609,14.0,21127,68.0,772129,82.0,3535,21.0,1,0,0,0,Monday,0
2020-11-03,1602912,28.0,1027710,47.0,82140,25.0,39749,14.0,20416,65.0,720561,76.0,3184,19.0,1,0,1,0,Tuesday,0
2020-11-04,1690489,30.0,1089354,50.0,81551,25.0,38818,14.0,22174,71.0,754703,80.0,3448,20.0,1,0,2,0,Wednesday,0
2020-11-05,1793796,32.0,1130774,52.0,86987,26.0,41550,15.0,22937,73.0,818991,87.0,3793,22.0,1,0,3,0,Thursday,0
2020-11-06,1837314,33.0,1120729,51.0,89499,27.0,48138,17.0,22659,73.0,858167,91.0,3546,21.0,1,0,4,0,Friday,0
2020-11-07,1246321,39.0,752851,57.0,46368,40.0,35870,24.0,13409,79.0,790711,87.0,35,1.0,1,1,5,0,Saturday,0
2020-11-08,927670,37.0,587220,59.0,38485,41.0,27961,27.0,10474,56.0,726041,88.0,846,28.0,1,1,6,0,Sunday,0
2020-11-09,1752614,31.0,1111203,51.0,91681,28.0,42627,15.0,21444,69.0,773216,82.0,3561,21.0,1,0,0,0,Monday,0
2020-11-10,1836902,33.0,1151911,53.0,91532,28.0,43083,15.0,23138,74.0,800964,85.0,3848,23.0,1,0,1,0,Tuesday,0
2020-11-11,1614812,64.0,969123,97.0,83306,88.0,40073,38.0,20263,108.0,713639,87.0,3050,99.0,1,0,2,1,Wednesday,0
2020-11-12,1776666,32.0,1054132,48.0,86189,26.0,40381,14.0,22059,71.0,779141,83.0,3546,21.0,1,0,3,0,Thursday,0
2020-11-13,1816693,32.0,1061680,48.0,86252,26.0,45127,16.0,22054,71.0,821059,87.0,3332,20.0,1,0,4,0,Friday,0
2020-11-14,1215477,38.0,755951,57.0,41422,36.0,31397,21.0,12928,76.0,735029,81.0,14,0.0,1,1,5,0,Saturday,0
2020-11-15,820858,33.0,528421,53.0,30948,33.0,20946,20.0,9763,52.0,596389,72.0,697,23.0,1,1,6,0,Sunday,0
2020-11-16,1741750,31.0,1079560,49.0,89463,27.0,41961,15.0,21851,70.0,757987,80.0,3532,21.0,1,0,0,0,Monday,0
2020-11-17,1788847,32.0,1092416,50.0,86965,26.0,40078,14.0,22524,72.0,764724,81.0,3584,21.0,1,0,1,0,Tuesday,0
2020-11-18,1787688,32.0,1065597,49.0,84069,26.0,39693,14.0,23390,75.0,776421,82.0,3495,21.0,1,0,2,0,Wednesday,0
2020-11-19,1757535,31.0,1056928,48.0,84662,26.0,40122,14.0,21780,70.0,800461,85.0,3529,21.0,1,0,3,0,Thursday,0
2020-11-20,1800423,32.0,1079029,49.0,87402,27.0,44683,16.0,22945,73.0,843069,89.0,3473,20.0,1,0,4,0,Friday,0
2020-11-21,1157957,37.0,750801,57.0,39204,34.0,27716,18.0,13193,78.0,742369,82.0,19,1.0,1,1,5,0,Saturday,0
2020-11-22,817963,32.0,542124,54.0,31019,33.0,20269,19.0,10694,57.0,598348,73.0,92,3.0,1,1,6,0,Sunday,0
2020-11-23,1646525,29.0,1005225,46.0,87693,27.0,40668,14.0,21297,68.0,755374,80.0,3223,19.0,1,0,0,0,Monday,0
2020-11-24,1735702,31.0,1068789,49.0,89805,27.0,41772,15.0,22814,73.0,821449,87.0,3405,20.0,1,0,1,0,Tuesday,0
2020-11-25,1688227,30.0,1037242,47.0,93444,28.0,46209,16.0,21450,69.0,853222,90.0,3166,19.0,1,0,2,0,Wednesday,0
2020-11-26,652276,26.0,444391,45.0,72572,77.0,20393,20.0,12151,65.0,564192,68.0,847,28.0,1,0,3,1,Thursday,0
2020-11-27,1263473,50.0,815993,82.0,77273,82.0,25009,24.0,12395,66.0,671213,81.0,2046,67.0,1,0,4,0,Friday,0
2020-11-28,1032823,33.0,689580,52.0,37770,33.0,24688,16.0,10808,64.0,649087,71.0,1203,35.0,1,1,5,0,Saturday,0
2020-11-29,826974,33.0,548548,55.0,32628,35.0,21898,21.0,9360,50.0,631798,77.0,826,27.0,1,1,6,0,Sunday,0
2020-11-30,1459131,26.0,849277,39.0,80033,24.0,37026,13.0,19751,63.0,652663,69.0,3035,18.0,1,0,0,0,Monday,0
2020-12-01,1706348,32.0,1068627,53.0,73589,23.0,35225,13.0,21693,74.0,752069,85.0,3432,22.0,1,0,1,0,Tuesday,0
2020-12-02,1699968,32.0,1026056,51.0,73631,23.0,35615,13.0,22712,78.0,746840,84.0,3277,21.0,1,0,2,0,Wednesday,0
2020-12-03,1736045,33.0,1070197,53.0,75093,24.0,37013,13.0,22941,79.0,767310,87.0,3325,21.0,1,0,3,0,Thursday,0
2020-12-04,1701628,32.0,1024641,51.0,72062,23.0,39228,14.0,21960,75.0,775709,88.0,3121,20.0,1,0,4,0,Friday,0
2020-12-05,1000240,30.0,617332,49.0,33528,26.0,19727,13.0,10151,59.0,572557,65.0,996,20.0,1,1,5,0,Saturday,0
2020-12-06,878393,35.0,547330,56.0,35055,33.0,19652,18.0,9904,56.0,590525,74.0,885,26.0,1,1,6,0,Sunday,0
2020-12-07,1656627,31.0,1032813,52.0,77787,25.0,36890,13.0,21424,73.0,729674,82.0,3209,21.0,1,0,0,0,Monday,0
2020-12-08,1540893,29.0,1034410,52.0,75033,24.0,36403,13.0,22177,76.0,744112,84.0,3185,20.0,1,0,1,0,Tuesday,0
2020-12-09,1701926,32.0,1018247,51.0,74734,24.0,35917,13.0,22459,77.0,749886,85.0,3233,21.0,1,0,2,0,Wednesday,0
2020-12-10,1761336,33.0,1075970,54.0,76847,24.0,37600,13.0,22845,78.0,784406,89.0,3346,21.0,1,0,3,0,Thursday,0
2020-12-11,1786290,33.0,1064457,53.0,79717,25.0,42420,15.0,22751,78.0,821871,93.0,3278,21.0,1,0,4,0,Friday,0
2020-12-12,1091352,33.0,703892,55.0,41791,33.0,24118,15.0,12307,71.0,671668,76.0,20,0.0,1,1,5,0,Saturday,0
2020-12-13,911439,36.0,582389,60.0,39293,37.0,22669,21.0,10208,57.0,659446,83.0,80,2.0,1,1,6,0,Sunday,0
2020-12-14,1584089,30.0,955525,48.0,75008,24.0,36057,13.0,21333,73.0,723908,82.0,2979,19.0,1,0,0,0,Monday,0
2020-12-15,1783388,33.0,1088287,54.0,78446,25.0,38322,14.0,23432,80.0,819063,92.0,3353,21.0,1,0,1,0,Tuesday,0
2020-12-16,1569079,29.0,853797,43.0,68092,22.0,33572,12.0,19296,66.0,625006,71.0,2899,19.0,1,0,2,0,Wednesday,0
2020-12-17,1079818,20.0,523854,26.0,21417,7.0,12527,4.0,9940,34.0,297298,34.0,1613,10.0,1,0,3,0,Thursday,0
2020-12-18,1735664,33.0,943587,47.0,74908,24.0,41287,15.0,17537,60.0,736356,83.0,3063,20.0,1,0,4,0,Friday,0
2020-12-19,1112827,34.0,670787,53.0,41101,32.0,24217,15.0,11589,67.0,651814,74.0,25,1.0,1,1,5,0,Saturday,0
2020-12-20,821265,32.0,516593,53.0,32597,31.0,18767,17.0,9585,54.0,555254,70.0,736,22.0,1,1,6,0,Sunday,0
2020-12-21,1716035,32.0,1028489,51.0,81225,26.0,39814,14.0,21647,74.0,777049,88.0,3244,21.0,1,0,0,0,Monday,0
2020-12-22,1760948,33.0,1046799,52.0,82001,26.0,39579,14.0,22820,78.0,814975,92.0,3254,21.0,1,0,1,0,Tuesday,0
2020-12-23,1772537,33.0,1048565,52.0,84404,27.0,42100,15.0,23305,80.0,864271,98.0,3201,21.0,1,0,2,0,Wednesday,0
2020-12-24,1312480,25.0,822916,41.0,75759,24.0,38899,14.0,15928,55.0,760624,86.0,2176,14.0,1,0,3,0,Thursday,0
2020-12-25,485208,19.0,314171,32.0,51348,48.0,14435,13.0,8611,48.0,476547,60.0,631,19.0,1,0,4,1,Friday,0
2020-12-26,879170,26.0,559111,44.0,36047,28.0,22076,14.0,9094,53.0,593895,67.0,1014,20.0,1,1,5,0,Saturday,0
2020-12-27,760350,30.0,474033,48.0,34432,32.0,20470,19.0,9457,53.0,594862,75.0,901,27.0,1,1,6,0,Sunday,0
2020-12-28,1510168,28.0,922336,46.0,81566,26.0,41012,15.0,18820,65.0,743305,84.0,3027,19.0,1,0,0,0,Monday,0
2020-12-29,1555198,29.0,930711,46.0,78904,25.0,39416,14.0,19717,68.0,759864,86.0,3097,20.0,1,0,1,0,Tuesday,0
2020-12-30,1582486,30.0,948194,47.0,79298,25.0,40962,15.0,20922,72.0,799839,90.0,2990,19.0,1,0,2,0,Wednesday,0
2020-12-31,1274984,24.0,792993,40.0,75157,24.0,39947,14.0,17167,59.0,704297,79.0,2162,14.0,1,0,3,0,Thursday,0
2021-01-01,613692,29.0,378288,41.0,28977,35.0,14988,17.0,5960,44.0,445950,65.0,805,29.0,1,0,4,1,Friday,0
2021-01-02,988418,37.0,608686,51.0,28879,30.0,23139,18.0,10450,72.0,624765,82.0,1194,29.0,1,1,5,0,Saturday,0
2021-01-03,653187,31.0,413820,45.0,20819,25.0,15546,17.0,9745,72.0,496494,73.0,728,27.0,1,1,6,0,Sunday,0
2021-01-04,1557977,30.0,964597,47.0,71078,24.0,35679,13.0,20612,73.0,688045,79.0,3260,20.0,1,0,0,0,Monday,0
2021-01-05,1597518,31.0,990479,48.0,70424,23.0,35805,13.0,21641,76.0,708610,82.0,3392,21.0,1,0,1,0,Tuesday,0
2021-01-06,1613629,31.0,996123,49.0,70289,23.0,35857,13.0,22795,81.0,726679,84.0,3260,20.0,1,0,2,0,Wednesday,0
2021-01-07,1611099,31.0,989097,48.0,69695,23.0,36344,14.0,21571,76.0,736609,85.0,3149,19.0,1,0,3,0,Thursday,0
2021-01-08,1619242,31.0,982175,48.0,68649,23.0,39102,15.0,21641,76.0,754548,87.0,3017,18.0,1,0,4,0,Friday,0
2021-01-09,990412,37.0,643475,54.0,26962,28.0,22332,17.0,12023,83.0,630790,83.0,806,20.0,1,1,5,0,Saturday,0
2021-01-10,763097,36.0,501437,55.0,23751,29.0,18076,20.0,9467,70.0,564543,83.0,593,22.0,1,1,6,0,Sunday,0
2021-01-11,1568207,30.0,966517,47.0,72285,24.0,36015,13.0,21089,75.0,708058,81.0,3123,19.0,1,0,0,0,Monday,0
2021-01-12,1640428,32.0,997279,49.0,71403,24.0,36563,14.0,21623,76.0,730831,84.0,3297,20.0,1,0,1,0,Tuesday,0
2021-01-13,1641652,32.0,996646,49.0,70591,23.0,36488,14.0,22720,80.0,737859,85.0,3160,19.0,1,0,2,0,Wednesday,0
2021-01-14,1647396,32.0,1017757,50.0,70937,23.0,37403,14.0,21950,78.0,754071,87.0,3234,20.0,1,0,3,0,Thursday,0
2021-01-15,1627120,32.0,981817,48.0,70180,23.0,41025,15.0,21819,77.0,788779,91.0,2978,18.0,1,0,4,0,Friday,0
2021-01-16,991500,37.0,645625,54.0,27116,28.0,22548,17.0,11654,80.0,631135,83.0,1099,27.0,1,1,5,0,Saturday,0
2021-01-17,797654,38.0,504031,55.0,24223,29.0,20269,22.0,9880,73.0,580771,85.0,910,33.0,1,1,6,0,Sunday,0
2021-01-18,1276978,61.0,766926,84.0,68674,83.0,22337,25.0,14124,105.0,689251,101.0,2141,78.0,1,0,0,1,Monday,0
2021-01-19,1635915,32.0,1013616,50.0,72565,24.0,36885,14.0,21049,74.0,736254,85.0,3328,20.0,1,0,1,0,Tuesday,0
2021-01-20,1575075,31.0,921371,45.0,67925,22.0,35263,13.0,19281,68.0,712711,82.0,2963,18.0,1,0,2,0,Wednesday,0
2021-01-21,1652842,32.0,1007042,49.0,71225,24.0,37003,14.0,19925,70.0,760221,87.0,3258,20.0,1,0,3,0,Thursday,0
2021-01-22,1672001,33.0,1018584,50.0,71317,24.0,40981,15.0,20375,72.0,787474,91.0,3174,19.0,1,0,4,0,Friday,0
2021-01-23,997551,37.0,619673,52.0,27942,29.0,22216,17.0,10536,73.0,640381,84.0,1114,27.0,1,1,5,0,Saturday,0
2021-01-24,741139,35.0,458203,50.0,23974,29.0,17881,20.0,8317,62.0,560522,82.0,821,30.0,1,1,6,0,Sunday,0
2021-01-25,1592468,31.0,978987,48.0,73131,24.0,36509,14.0,19991,71.0,727393,84.0,3226,20.0,1,0,0,0,Monday,0
2021-01-26,1550953,30.0,911579,45.0,68237,23.0,34574,13.0,18115,64.0,653068,75.0,2965,18.0,1,0,1,0,Tuesday,0
2021-01-27,1660278,32.0,1004792,49.0,70353,23.0,35635,13.0,19841,70.0,740154,85.0,3098,19.0,1,0,2,0,Wednesday,0
2021-01-28,1646806,32.0,950205,46.0,70023,23.0,37015,14.0,20139,71.0,768600,88.0,3208,20.0,1,0,3,0,Thursday,0
2021-01-29,1511680,29.0,812264,40.0,65128,22.0,37760,14.0,19047,67.0,780131,90.0,2646,16.0,1,0,4,0,Friday,0
2021-01-30,942615,35.0,566837,47.0,26642,27.0,21229,16.0,10284,71.0,652550,85.0,811,20.0,1,1,5,0,Saturday,0
2021-01-31,722853,35.0,427945,47.0,23091,28.0,17531,19.0,8616,64.0,573512,84.0,620,23.0,1,1,6,0,Sunday,0
2021-02-01,583230,11.0,337228,16.0,8611,3.0,12093,4.0,12202,41.0,156759,18.0,954,6.0,1,0,0,0,Monday,0
2021-02-02,1005985,19.0,543073,25.0,22756,8.0,22258,8.0,8155,28.0,311607,35.0,1517,9.0,1,0,1,0,Tuesday,0
2021-02-03,1702598,31.0,949695,44.0,69068,23.0,36347,13.0,16869,57.0,656614,74.0,3057,19.0,1,0,2,0,Wednesday,0
2021-02-04,1785833,33.0,1033791,48.0,71341,24.0,37590,14.0,20328,69.0,742193,84.0,3381,21.0,1,0,3,0,Thursday,0
2021-02-05,1741015,32.0,1001775,47.0,68866,23.0,40322,15.0,20136,68.0,766091,87.0,3115,19.0,1,0,4,0,Friday,0
2021-02-06,1148477,40.0,715717,57.0,29248,31.0,25168,19.0,12020,74.0,689415,83.0,1280,30.0,1,1,5,0,Saturday,0
2021-02-07,652521,30.0,367095,38.0,17110,22.0,14068,15.0,7115,42.0,340122,45.0,736,26.0,1,1,6,0,Sunday,0
2021-02-08,1639753,30.0,964007,45.0,70984,23.0,36921,14.0,17786,60.0,701146,79.0,3075,19.0,1,0,0,0,Monday,0
2021-02-09,1666467,31.0,992290,46.0,69548,23.0,34582,13.0,19386,66.0,682085,77.0,3123,19.0,1,0,1,0,Tuesday,0
2021-02-10,1750121,32.0,1052021,49.0,71257,24.0,36580,14.0,22169,75.0,769088,87.0,3284,20.0,1,0,2,0,Wednesday,0
2021-02-11,1714656,32.0,1005348,47.0,70196,23.0,37230,14.0,20144,68.0,755367,86.0,3148,19.0,1,0,3,0,Thursday,0
2021-02-12,1706430,31.0,965421,45.0,72130,24.0,42228,16.0,20165,69.0,803912,91.0,2823,17.0,1,0,4,0,Friday,0
2021-02-13,1092063,38.0,656637,52.0,29284,31.0,25456,19.0,11669,72.0,666722,80.0,1198,28.0,1,1,5,0,Saturday,0
2021-02-14,858014,39.0,479319,49.0,23392,30.0,20489,22.0,7835,46.0,551288,73.0,863,31.0,1,1,6,0,Sunday,0
2021-02-15,1218593,56.0,726412,74.0,65652,84.0,21792,24.0,11437,68.0,641883,85.0,1764,63.0,1,0,0,1,Monday,0
2021-02-16,1627528,30.0,963223,45.0,72718,24.0,36234,13.0,19126,65.0,726224,82.0,3211,20.0,1,0,1,0,Tuesday,0
2021-02-17,1733160,32.0,1061711,49.0,74219,25.0,39205,15.0,22336,76.0,821333,93.0,3349,21.0,1,0,2,0,Wednesday,0
2021-02-18,1381886,25.0,725951,34.0,57987,19.0,31747,12.0,15843,54.0,456327,52.0,2521,16.0,1,0,3,0,Thursday,0
2021-02-19,1566021,29.0,809308,38.0,64121,21.0,38307,14.0,14172,48.0,608152,69.0,2707,17.0,1,0,4,0,Friday,0
2021-02-20,1110589,39.0,679240,54.0,30920,33.0,25729,20.0,10578,65.0,657045,79.0,1381,32.0,1,1,5,0,Saturday,0
2021-02-21,836095,38.0,516715,53.0,25208,32.0,19844,22.0,9195,55.0,605395,80.0,956,34.0,1,1,6,0,Sunday,0
2021-02-22,1582054,29.0,927414,43.0,69741,23.0,35468,13.0,19015,65.0,691608,78.0,3079,19.0,1,0,0,0,Monday,0
2021-02-23,1730198,32.0,1040398,48.0,73492,24.0,37505,14.0,20852,71.0,759850,86.0,3406,21.0,1,0,1,0,Tuesday,0
2021-02-24,1806306,33.0,1099351,51.0,74777,25.0,39124,15.0,23223,79.0,797488,90.0,3546,22.0,1,0,2,0,Wednesday,0
2021-02-25,1798165,33.0,1069420,50.0,75030,25.0,39397,15.0,22138,75.0,814611,92.0,3543,22.0,1,0,3,0,Thursday,0
2021-02-26,1822812,34.0,1065376,50.0,76696,25.0,44410,16.0,21911,74.0,851052,96.0,3359,21.0,1,0,4,0,Friday,0
2021-02-27,1072932,37.0,635820,50.0,28849,31.0,24256,19.0,11319,70.0,681969,82.0,1324,31.0,1,1,5,0,Saturday,0
2021-02-28,810071,37.0,491545,50.0,23778,30.0,20086,22.0,8910,53.0,619960,82.0,972,35.0,1,1,6,0,Sunday,0
2021-03-01,1696274,30.0,1020837,46.0,74430,24.0,36339,13.0,20359,68.0,747909,81.0,3333,21.0,1,0,0,0,Monday,0
2021-03-02,1749511,31.0,1024511,46.0,75335,24.0,36611,13.0,20640,69.0,763489,83.0,3472,22.0,1,0,1,0,Tuesday,0
2021-03-03,1846431,33.0,1119137,50.0,78770,25.0,39651,14.0,22823,77.0,798577,87.0,3569,22.0,1,0,2,0,Wednesday,0
2021-03-04,1808744,32.0,1078036,48.0,78642,25.0,39730,14.0,21727,73.0,807284,88.0,3456,22.0,1,0,3,0,Thursday,0
2021-03-05,1825915,33.0,1041408,46.0,79104,25.0,45027,16.0,21842,73.0,846071,92.0,3270,20.0,1,0,4,0,Friday,0
2021-03-06,1167884,38.0,696719,52.0,37158,34.0,27276,20.0,11951,71.0,728236,84.0,3,0.0,1,1,5,0,Saturday,0
2021-03-07,894119,39.0,525930,53.0,29306,34.0,21547,23.0,9843,56.0,662461,82.0,58,2.0,1,1,6,0,Sunday,0
2021-03-08,1719586,31.0,1039763,46.0,79355,25.0,39763,14.0,20685,70.0,767707,83.0,3344,21.0,1,0,0,0,Monday,0
2021-03-09,1834068,33.0,1101988,49.0,79269,25.0,40944,15.0,22200,75.0,791512,86.0,3602,23.0,1,0,1,0,Tuesday,0
2021-03-10,1849077,33.0,1104610,49.0,78069,25.0,41488,15.0,22774,77.0,804700,87.0,3625,23.0,1,0,2,0,Wednesday,0
2021-03-11,1881902,34.0,1107502,49.0,80398,26.0,42543,15.0,22617,76.0,836773,91.0,3682,23.0,1,0,3,0,Thursday,0
2021-03-12,1914465,34.0,1092388,49.0,82399,26.0,48553,18.0,21724,73.0,873014,95.0,3507,22.0,1,0,4,0,Friday,0
2021-03-13,1257372,41.0,730218,55.0,38465,36.0,31500,23.0,11932,70.0,776744,89.0,0,0.0,1,1,5,0,Saturday,0
2021-03-14,923968,40.0,531754,53.0,30405,35.0,22347,24.0,9732,55.0,673170,83.0,0,0.0,1,1,6,0,Sunday,0
2021-03-15,1730024,31.0,1023990,46.0,79331,25.0,39529,14.0,19986,67.0,774146,84.0,3264,20.0,1,0,0,0,Monday,0
2021-03-16,1798288,32.0,1062179,47.0,77672,25.0,40038,15.0,20903,70.0,786996,85.0,3394,21.0,1,0,1,0,Tuesday,0
2021-03-17,1866414,34.0,1103979,49.0,81431,26.0,41682,15.0,22323,75.0,808876,88.0,3465,22.0,1,0,2,0,Wednesday,0
2021-03-18,1771092,32.0,1019472,45.0,76532,24.0,39884,14.0,20264,68.0,799478,87.0,3283,21.0,1,0,3,0,Thursday,0
2021-03-19,1906749,34.0,1083647,48.0,80041,26.0,46605,17.0,20357,68.0,863187,94.0,3331,21.0,1,0,4,0,Friday,0
2021-03-20,1307403,43.0,768908,58.0,41743,39.0,33068,24.0,12558,74.0,787777,90.0,0,0.0,1,1,5,0,Saturday,0
2021-03-21,1013386,44.0,579358,58.0,34693,40.0,26380,28.0,10358,59.0,735673,91.0,0,0.0,1,1,6,0,Sunday,0
2021-03-22,1801438,32.0,1095241,49.0,84171,27.0,43281,16.0,20427,69.0,788542,86.0,3646,23.0,1,0,0,0,Monday,0
2021-03-23,1879574,34.0,1133504,51.0,83106,27.0,41654,15.0,21590,73.0,810243,88.0,3727,23.0,1,0,1,0,Tuesday,0
2021-03-24,1828084,33.0,1075968,48.0,79590,25.0,40301,15.0,21651,73.0,794315,86.0,3578,22.0,1,0,2,0,Wednesday,0
2021-03-25,1925768,35.0,1127964,50.0,83556,27.0,44105,16.0,21763,73.0,847633,92.0,3747,23.0,1,0,3,0,Thursday,0
2021-03-26,1938246,35.0,1091753,49.0,84436,27.0,49529,18.0,20805,70.0,865970,94.0,3536,22.0,1,0,4,0,Friday,0
2021-03-27,1374266,45.0,781981,59.0,47484,44.0,38301,28.0,12900,76.0,841595,97.0,0,0.0,1,1,5,0,Saturday,0
2021-03-28,807247,35.0,459949,46.0,28347,33.0,21000,22.0,9104,52.0,601860,75.0,0,0.0,1,1,6,0,Sunday,0
2021-03-29,1742162,31.0,1002597,45.0,86467,28.0,44240,16.0,18543,62.0,763647,83.0,3378,21.0,1,0,0,0,Monday,0
2021-03-30,1881537,34.0,1079381,48.0,91258,29.0,46574,17.0,21019,71.0,842154,91.0,3806,24.0,1,0,1,0,Tuesday,0
2021-03-31,1808546,32.0,995873,44.0,84850,27.0,43954,16.0,20374,69.0,833052,90.0,3526,22.0,1,0,2,0,Wednesday,0
2021-04-01,1841815,33.0,1030209,47.0,77285,25.0,38466,13.0,20490,71.0,856466,91.0,3434,21.0,1,0,3,0,Thursday,0
2021-04-02,1757698,32.0,958085,44.0,79770,26.0,49308,17.0,18839,65.0,845252,90.0,3070,19.0,1,0,4,0,Friday,0
2021-04-03,1318461,42.0,750682,56.0,47662,42.0,37706,25.0,12735,76.0,779701,85.0,1503,29.0,1,1,5,0,Saturday,0
2021-04-04,950194,39.0,519812,52.0,40868,45.0,30673,30.0,11632,62.0,749910,87.0,1066,33.0,1,1,6,0,Sunday,0
2021-04-05,1818703,33.0,1088750,50.0,87048,28.0,46156,16.0,19970,69.0,832239,88.0,3431,21.0,1,0,0,0,Monday,0
2021-04-06,1942198,35.0,1155101,53.0,85757,28.0,45178,16.0,21695,75.0,840351,89.0,3873,24.0,1,0,1,0,Tuesday,0
2021-04-07,1985370,36.0,1172362,54.0,85479,28.0,45747,16.0,23469,81.0,858593,91.0,3809,23.0,1,0,2,0,Wednesday,0
2021-04-08,2013413,36.0,1177833,54.0,86715,28.0,47059,16.0,22579,78.0,877834,93.0,3893,24.0,1,0,3,0,Thursday,0
2021-04-09,2026724,36.0,1144311,52.0,87051,28.0,52445,18.0,21978,76.0,895229,95.0,3686,23.0,1,0,4,0,Friday,0
2021-04-10,1391245,44.0,790023,59.0,45962,40.0,36629,25.0,12713,76.0,822112,90.0,1500,29.0,1,1,5,0,Saturday,0
2021-04-11,899646,37.0,504407,51.0,32034,35.0,22933,22.0,9742,52.0,666435,77.0,1020,31.0,1,1,6,0,Sunday,0
2021-04-12,1845836,33.0,1087799,50.0,83124,27.0,43563,15.0,21192,73.0,793402,84.0,3418,21.0,1,0,0,0,Monday,0
2021-04-13,2012153,36.0,1196355,55.0,87182,28.0,46150,16.0,22728,79.0,832482,88.0,3877,24.0,1,0,1,0,Tuesday,0
2021-04-14,2018126,36.0,1199954,55.0,86698,28.0,47970,17.0,23462,81.0,852606,91.0,3810,23.0,1,0,2,0,Wednesday,0
2021-04-15,1906733,34.0,1083083,50.0,81762,26.0,44175,15.0,21198,73.0,822207,87.0,3593,22.0,1,0,3,0,Thursday,0
2021-04-16,2078856,37.0,1157507,53.0,87190,28.0,54355,19.0,21632,75.0,889711,95.0,3591,22.0,1,0,4,0,Friday,0
2021-04-17,1425036,45.0,803352,60.0,49901,44.0,39789,27.0,13313,80.0,813162,89.0,0,0.0,1,1,5,0,Saturday,0
2021-04-18,1082503,45.0,607333,61.0,38263,42.0,30983,30.0,10865,58.0,753446,87.0,0,0.0,1,1,6,0,Sunday,0
2021-04-19,1911326,34.0,1147977,53.0,87167,28.0,45925,16.0,21274,74.0,816540,87.0,3634,22.0,1,0,0,0,Monday,0
